,OTU,#,counts total,Group,Kingdom,Phylum,Class,Order,Family,Genus,Species
3598,OTU,14152,,2,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,,
3973,OTU,14159,,2,Bacteria,WS3,PRR-12,Sediment-1,,,
2690,OTU,14161,,2,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,
3400,OTU,14207,,2,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
2787,OTU,14257,,2,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],Candidatus Xiphinematobacter,
2631,OTU,14272,,2,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],Ellin517,,
3684,OTU,14279,,2,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,
2951,OTU,14287,,2,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,,,
3721,OTU,14334,,2,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
3972,OTU,14338,,2,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
2489,OTU,14340,,2,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],Ellin515,,
3503,OTU,14349,,2,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
3122,OTU,14392,,2,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],Ellin515,,
3259,OTU,14431,,2,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],Chthoniobacter,
2520,OTU,14441,,2,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
4066,OTU,14500,,2,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,
4067,OTU,14505,,2,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,,
3821,OTU,14522,,2,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,
2850,OTU,14596,,2,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,
3338,OTU,14608,,2,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
3387,OTU,14611,,2,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,,
3187,OTU,14643,,2,Bacteria,Verrucomicrobia,[Methylacidiphilae],S-BQ2-57,,,
3126,OTU,14665,,2,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
3475,OTU,14674,,2,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
3724,OTU,14700,,2,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,,,
3333,OTU,14755,,2,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
3543,OTU,14767,,2,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacteraceae,,
4006,OTU,14887,,2,Bacteria,Proteobacteria,Deltaproteobacteria,MBNT15,,,
2906,OTU,14892,,2,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
3478,OTU,14907,,2,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],Ellin515,,
2379,OTU,14919,,2,Bacteria,Verrucomicrobia,,,,,
2897,OTU,14950,,2,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,
4020,OTU,14961,,2,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
3567,OTU,14962,,2,Bacteria,Verrucomicrobia,[Methylacidiphilae],S-BQ2-57,,,
2314,OTU,14983,,2,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],Candidatus Xiphinematobacter,
2953,OTU,14998,,2,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,,
3269,OTU,15001,,2,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,,,
3595,OTU,15019,,2,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],auto67,,
3703,OTU,15027,,2,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,,
3019,OTU,15054,,2,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,,
3863,OTU,15058,,2,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
2559,OTU,15062,,2,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,
3766,OTU,15074,,2,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
3629,OTU,15116,,2,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
3139,OTU,15140,,2,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,,
3826,OTU,15143,,2,Bacteria,Verrucomicrobia,[Methylacidiphilae],S-BQ2-57,,,
2946,OTU,15147,,2,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],Candidatus Xiphinematobacter,
3428,OTU,15194,,2,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],[Pedosphaeraceae],Pedosphaera,
3737,OTU,15222,,2,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
3111,OTU,15224,,2,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
2841,OTU,15233,,2,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
2327,OTU,15236,,2,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],Candidatus Xiphinematobacter,
3344,OTU,15245,,2,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,
3108,OTU,15253,,2,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],Ellin515,,
2419,OTU,15307,,2,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
3788,OTU,15325,,2,Bacteria,TM6,SJA-4,,,,
3955,OTU,15338,,2,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,,
3323,OTU,15346,,2,Bacteria,Gemmatimonadetes,Gemm-1,,,,
3833,OTU,15391,,2,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
3755,OTU,15404,,2,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],[Pedosphaeraceae],Pedosphaera,
3246,OTU,15433,,2,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,,,
3385,OTU,15471,,2,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
3395,OTU,15554,,2,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
2758,OTU,15556,,2,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],Ellin515,,
2911,OTU,15628,,2,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,,
2845,OTU,15639,,2,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,
3712,OTU,15644,,2,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
2844,OTU,16034,,2,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,,,
3148,OTU,16043,,2,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,,,
2693,OTU,16047,,2,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
2868,OTU,16051,,2,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,,,
3118,OTU,16062,,2,Bacteria,Acidobacteria,[Chloracidobacteria],Ellin7246,,,
3726,OTU,16068,,2,Bacteria,Acidobacteria,[Chloracidobacteria],24-Nov,,,
3631,OTU,16075,,2,Bacteria,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,Asteroleplasma,
3530,OTU,16087,,2,Bacteria,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,Asteroleplasma,
3887,OTU,16113,,2,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,
4016,OTU,16116,,2,Bacteria,Planctomycetes,Phycisphaerae,AKAU3564,,,
3841,OTU,16131,,2,Bacteria,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,Asteroleplasma,
2661,OTU,16148,,2,Bacteria,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,Asteroleplasma,
3634,OTU,16164,,2,Bacteria,BRC1,PRR-11,,,,
4055,OTU,16174,,2,Bacteria,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,Asteroleplasma,
4030,OTU,16197,,2,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,,
3907,OTU,16224,,2,Bacteria,Planctomycetes,Phycisphaerae,AKAU3564,,,
4040,OTU,16235,,2,Bacteria,Planctomycetes,Phycisphaerae,AKAU3564,,,
3105,OTU,16266,,2,Bacteria,Acidobacteria,[Chloracidobacteria],Ellin7246,,,
2933,OTU,16401,,2,Bacteria,Planctomycetes,OM190,agg27,,,
2753,OTU,16403,,2,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,,,
2978,OTU,16405,,2,Bacteria,Planctomycetes,OM190,agg27,,,
3023,OTU,16412,,2,Bacteria,Planctomycetes,OM190,agg27,,,
3146,OTU,16414,,2,Bacteria,BRC1,PRR-11,,,,
3735,OTU,16424,,2,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,,,
3609,OTU,16444,,2,Bacteria,BRC1,PRR-11,,,,
3934,OTU,16485,,2,Bacteria,BRC1,PRR-11,,,,
3751,OTU,16491,,2,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,,
3837,OTU,16506,,2,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,A17,
4082,OTU,16525,,2,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,,
3515,OTU,16652,,2,Bacteria,Elusimicrobia,Elusimicrobia,IIb,,,
2785,OTU,16658,,2,Bacteria,Elusimicrobia,Elusimicrobia,IIb,,,
2854,OTU,16664,,2,Bacteria,Chloroflexi,C0119,,,,
3045,OTU,16670,,2,Bacteria,Elusimicrobia,Elusimicrobia,IIb,,,
2796,OTU,16671,,2,Bacteria,Elusimicrobia,Elusimicrobia,IIb,,,
3680,OTU,16719,,2,Bacteria,Elusimicrobia,Elusimicrobia,IIb,,,
3363,OTU,16726,,2,Bacteria,BRC1,PRR-11,,,,
3441,OTU,16727,,2,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],,,
4028,OTU,16793,,2,Bacteria,BRC1,PRR-11,,,,
2483,OTU,16826,,2,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
2318,OTU,16987,,2,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
3250,OTU,16999,,2,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Saprospiraceae,,
3564,OTU,17044,,2,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
2601,OTU,17130,,2,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
2561,OTU,17133,,2,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
2311,OTU,17138,,2,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
2517,OTU,17141,,2,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Ammoniphilus,
2383,OTU,17154,,2,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
2914,OTU,17156,,2,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,,,
2958,OTU,17157,,2,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,,,
2976,OTU,17165,,2,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
2625,OTU,17166,,2,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,,,
2757,OTU,17170,,2,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
2699,OTU,17171,,2,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
2774,OTU,17175,,2,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
2678,OTU,17179,,2,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
2566,OTU,17180,,2,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
3192,OTU,17187,,2,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
2986,OTU,17194,,2,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
2797,OTU,17196,,2,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
2849,OTU,17204,,2,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
2836,OTU,17205,,2,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
2603,OTU,17208,,2,Bacteria,Elusimicrobia,Elusimicrobia,FAC88,,,
2604,OTU,17209,,2,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
3127,OTU,17212,,2,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
2697,OTU,17214,,2,Bacteria,Acidobacteria,TM1,,,,
2839,OTU,17216,,2,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
3436,OTU,17222,,2,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
2709,OTU,17225,,2,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
3252,OTU,17227,,2,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
3121,OTU,17229,,2,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,,,
3636,OTU,17230,,2,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,,,
3435,OTU,17233,,2,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
2784,OTU,17243,,2,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
2860,OTU,17245,,2,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
2386,OTU,17251,,2,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
3398,OTU,17254,,2,Bacteria,Verrucomicrobia,Opitutae,[Cerasicoccales],[Cerasicoccaceae],,
2882,OTU,17261,,2,Bacteria,Elusimicrobia,Elusimicrobia,FAC88,,,
3369,OTU,17269,,2,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Chitinophaga,
3705,OTU,17270,,2,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
3210,OTU,17275,,2,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
3288,OTU,17281,,2,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,,,
3254,OTU,17289,,2,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
2755,OTU,17296,,2,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
3617,OTU,17299,,2,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
3175,OTU,17307,,2,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,,
3125,OTU,17319,,2,Bacteria,Elusimicrobia,Elusimicrobia,FAC88,,,
3132,OTU,17323,,2,Bacteria,Elusimicrobia,Elusimicrobia,FAC88,,,
3896,OTU,17326,,2,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,,,
3514,OTU,17340,,2,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
3011,OTU,17349,,2,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
2939,OTU,17368,,2,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
2877,OTU,17380,,2,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
3204,OTU,17383,,2,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,,,
3655,OTU,17390,,2,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
4007,OTU,17392,,2,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,,,
3484,OTU,17407,,2,Bacteria,Acidobacteria,TM1,,,,
3797,OTU,17434,,2,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
3263,OTU,17437,,2,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
3914,OTU,17458,,2,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
2901,OTU,17478,,2,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,,,
3350,OTU,17484,,2,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
3603,OTU,17489,,2,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
3809,OTU,17492,,2,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
3433,OTU,17511,,2,Bacteria,Elusimicrobia,Elusimicrobia,FAC88,,,
2793,OTU,17512,,2,Bacteria,Elusimicrobia,Elusimicrobia,FAC88,,,
3207,OTU,17544,,2,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,,,
3224,OTU,17587,,2,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
2592,OTU,17590,,2,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
3367,OTU,17610,,2,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
4002,OTU,17623,,2,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
3022,OTU,17643,,2,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,,,
3813,OTU,17648,,2,Bacteria,Bacteroidetes,At12OctB3,,,,
2828,OTU,17671,,2,Bacteria,Elusimicrobia,Elusimicrobia,FAC88,,,
3570,OTU,17675,,2,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
4071,OTU,17691,,2,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
3888,OTU,17692,,2,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,,,
3167,OTU,17716,,2,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
3656,OTU,17724,,2,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
3692,OTU,17779,,2,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
3917,OTU,17786,,2,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,,
4081,OTU,17789,,2,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,,,
3723,OTU,17857,,2,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
3906,OTU,17864,,2,Bacteria,Firmicutes,Bacilli,Bacillales,,,
3559,OTU,17874,,2,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
3839,OTU,17887,,2,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,,,
3653,OTU,17905,,2,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
3763,OTU,17910,,2,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
3670,OTU,17979,,2,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,,,
2583,OTU,17992,,2,Bacteria,Elusimicrobia,Elusimicrobia,FAC88,,,
4029,OTU,18010,,2,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
3415,OTU,18140,,2,Bacteria,Acidobacteria,TM1,,,,
3731,OTU,18156,,2,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
2686,OTU,18336,,2,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
3679,OTU,18367,,2,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],,,
3418,OTU,18392,,2,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,,,
3298,OTU,18591,,2,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
3616,OTU,18613,,2,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],,,
3287,OTU,18658,,2,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
4072,OTU,18811,,2,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
3229,OTU,18882,,2,Bacteria,Elusimicrobia,Elusimicrobia,FAC88,,,
2547,OTU,18926,,2,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,,
3536,OTU,19032,,2,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Saprospiraceae,,
3437,OTU,19037,,2,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,,
3775,OTU,19069,,2,Bacteria,Elusimicrobia,Elusimicrobia,FAC88,,,
2397,OTU,19110,,2,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
2802,OTU,19158,,2,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
3251,OTU,19200,,2,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,,
3001,OTU,19522,,2,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,,
2449,OTU,19526,,2,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,,
2735,OTU,19543,,2,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,,
3130,OTU,19547,,2,Bacteria,Chloroflexi,C0119,,,,
2926,OTU,19553,,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,celatum
3533,OTU,19560,,2,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,,
2677,OTU,19585,,2,Bacteria,Fibrobacteres,Fibrobacteria,258ds10,,,
2999,OTU,19602,,2,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,,
3176,OTU,19679,,2,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,,
3563,OTU,19703,,2,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,,
3444,OTU,19776,,2,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,,
3380,OTU,19965,,2,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,,
3405,OTU,20030,,2,Bacteria,Elusimicrobia,Elusimicrobia,FAC88,,,
4068,OTU,20067,,2,Bacteria,Fibrobacteres,Fibrobacteria,258ds10,,,
2771,OTU,20121,,2,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Ellin5290,,,
2865,OTU,20127,,2,Bacteria,Chlorobi,,,,,
3866,OTU,20128,,2,Bacteria,Chlorobi,,,,,
3926,OTU,20140,,2,Bacteria,Fibrobacteres,Fibrobacteria,258ds10,,,
3682,OTU,20165,,2,Bacteria,Verrucomicrobia,Opitutae,[Cerasicoccales],[Cerasicoccaceae],,
3822,OTU,20171,,2,Bacteria,Chlorobi,,,,,
4063,OTU,20196,,2,Bacteria,Chlorobi,,,,,
3233,OTU,20207,,2,Bacteria,Chloroflexi,C0119,,,,
4039,OTU,20290,,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,,
3804,OTU,20318,,2,Bacteria,Chlorobi,,,,,
2579,OTU,20320,,2,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Ellin5290,,,
2441,OTU,20380,,2,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,
3006,OTU,20381,,2,Bacteria,Chlorobi,BSV26,A89,,,
2669,OTU,20384,,2,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Ellin5301,,
2613,OTU,20386,,2,Bacteria,Gemmatimonadetes,Gemmatimonadetes,,,,
2729,OTU,20387,,2,Bacteria,Gemmatimonadetes,Gemmatimonadetes,,,,
2605,OTU,20388,,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,
2653,OTU,20391,,2,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Ellin5301,,
2812,OTU,20396,,2,Bacteria,Gemmatimonadetes,Gemmatimonadetes,KD8-87,,,
2480,OTU,20400,,2,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Ellin5290,,,
3067,OTU,20401,,2,Bacteria,Gemmatimonadetes,Gemmatimonadetes,,,,
2852,OTU,20405,,2,Bacteria,Fibrobacteres,Fibrobacteria,258ds10,,,
2840,OTU,20406,,2,Bacteria,Chlorobi,SJA-28,,,,
4065,OTU,20419,,2,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Ellin5290,,,
3356,OTU,20443,,2,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Ellin5290,,,
3538,OTU,20454,,2,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Ellin5290,,,
3941,OTU,20462,,2,Bacteria,Gemmatimonadetes,Gemmatimonadetes,,,,
3744,OTU,20482,,2,Bacteria,Acidobacteria,DA052,Ellin6513,,,
3402,OTU,20483,,2,Bacteria,Gemmatimonadetes,Gemmatimonadetes,,,,
2966,OTU,20501,,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,celatum
3588,OTU,20528,,2,Bacteria,Gemmatimonadetes,Gemmatimonadetes,KD8-87,,,
3736,OTU,20606,,2,Bacteria,Gemmatimonadetes,Gemmatimonadetes,KD8-87,,,
3572,OTU,20610,,2,Bacteria,Gemmatimonadetes,Gemmatimonadetes,,,,
2984,OTU,20648,,2,Bacteria,Acidobacteria,DA052,Ellin6513,,,
3801,OTU,20652,,2,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Ellin5290,,,
3659,OTU,20666,,2,Bacteria,Chlorobi,SJA-28,,,,
3902,OTU,20696,,2,Bacteria,Gemmatimonadetes,Gemm-1,,,,
2437,OTU,20725,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,,
3783,OTU,20731,,2,Bacteria,Chlorobi,BSV26,A89,,,
4062,OTU,20739,,2,Bacteria,,,,,,
3772,OTU,20748,,2,Bacteria,Chlorobi,SJA-28,,,,
3585,OTU,20750,,2,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,,,
3819,OTU,20759,,2,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ethanoligenens,
